feature,source_mean,external_mean,source_std,external_std,standardized_mean_difference,abs_standardized_mean_difference,ks_statistic,n_source,n_external
panns_cnn14_dim_1585,0.00023140536863654732,0.0011551400962290243,0.001973098947498142,0.00449293579075273,0.2661995290502492,0.2661995290502492,0.06038901444431799,4094,8331
panns_cnn14_dim_1324,0.2790510054908849,0.33174313561725466,0.20340198757799613,0.1964976728539672,0.2634632074207511,0.2634632074207511,0.14535008737473365,4094,8331
panns_cnn14_dim_1797,0.5721995078271112,0.5086827998744555,0.24878278621132988,0.23529584315305044,-0.26229696483786,0.26229696483786,0.1428777879007881,4094,8331
panns_cnn14_dim_1605,0.005789725802170903,0.012006673418131206,0.020335505087189173,0.027109904944688172,0.2594148062270674,0.2594148062270674,0.09458724651989014,4094,8331
panns_cnn14_dim_0129,0.27141839291483644,0.3157477206554451,0.16843219879871626,0.1824859957400621,0.25242291298682124,0.25242291298682124,0.10311177310399233,4094,8331
panns_cnn14_dim_1344,0.1819046588462623,0.22753757957779136,0.1798278125111483,0.18319538228580856,0.2513714183776718,0.2513714183776718,0.12979415379442538,4094,8331
panns_cnn14_dim_0878,0.0010082081717684194,0.0025149564407546676,0.004422728214450959,0.007377434073354032,0.24771061574606998,0.24771061574606998,0.09649567535969183,4094,8331
panns_cnn14_dim_1097,0.0016239396563508615,0.003872744202687157,0.006713555674071872,0.011021459489123833,0.24641567118296623,0.24641567118296623,0.07789729732043582,4094,8331
panns_cnn14_dim_0616,0.038296292912220455,0.07214270931176815,0.11930294646852727,0.1553703574529112,0.24433064518958997,0.24433064518958997,0.08786598010022195,4094,8331
panns_cnn14_dim_0435,0.46329110843353755,0.4951822463078253,0.13180165170130184,0.1305440396390938,0.2430980070767229,0.2430980070767229,0.09635341764770833,4094,8331
panns_cnn14_dim_2026,0.0017797448391410513,0.0038917373280398467,0.006757567753966671,0.01028913847724877,0.24261759442645198,0.24261759442645198,0.06877474300522757,4094,8331
panns_cnn14_dim_0021,0.04345745187476605,0.011698980544841442,0.1681730906307724,0.07998242686603206,-0.24115200323074684,0.24115200323074684,0.08934291538123096,4094,8331
panns_cnn14_dim_1430,0.2855869362164429,0.381147512259453,0.3718419577323203,0.4213444607923278,0.2404647751787831,0.2404647751787831,0.10672069762337555,4094,8331
panns_cnn14_dim_1231,0.0014822071067384637,0.003539977812977009,0.006219355964087273,0.010413200687388062,0.23991098680903186,0.23991098680903186,0.059713993977913216,4094,8331
panns_cnn14_dim_0995,0.7869207186557983,0.845949893588136,0.25451685569362015,0.23763534407760886,0.23971844633967485,0.23971844633967485,0.10324725803537643,4094,8331
panns_cnn14_dim_1508,0.00023984802549256102,0.0008210437728936941,0.0014085587781966491,0.0031322508569583637,0.2393080101688434,0.2393080101688434,0.05171196835944547,4094,8331
panns_cnn14_dim_0301,0.08486187845308373,0.14241340401192384,0.20964749013679754,0.26819993818823323,0.23907004001692306,0.23907004001692306,0.0913831349084534,4094,8331
panns_cnn14_dim_0460,0.4892664511624813,0.5708016995593231,0.3467823938414989,0.34286075543309275,0.2364309002047041,0.2364309002047041,0.13534425691953883,4094,8331
panns_cnn14_dim_0312,0.015456181229740493,0.022732016223666884,0.027404007711313773,0.03436006021437364,0.234101086222535,0.234101086222535,0.09353054614940448,4094,8331
panns_cnn14_dim_0073,0.22724890434030764,0.25159340114109713,0.1057952935180647,0.10296107404729549,0.2331906434619513,0.2331906434619513,0.11844669707322641,4094,8331
panns_cnn14_dim_0822,0.0018450699721699122,0.004070889513476577,0.007697106114429757,0.011093524843852152,0.23311101796266984,0.23311101796266984,0.08760480291589612,4094,8331
panns_cnn14_dim_1343,0.02051332105964814,0.03320380753211836,0.049336919072408884,0.059146253028720334,0.2329917382762742,0.2329917382762742,0.0950679966648601,4094,8331
panns_cnn14_dim_1401,1.1351048621714377,1.1761518939533606,0.17985978090519056,0.1744762995225058,0.23163612486863475,0.23163612486863475,0.11393136340999127,4094,8331
panns_cnn14_dim_1951,0.8591038269651885,0.9269221059816136,0.29649628030654024,0.29675802878782925,0.22861055160856944,0.22861055160856944,0.09952287373244184,4094,8331
panns_cnn14_dim_0663,0.24584713205513165,0.3151709036518153,0.2862303659854802,0.3206582726498358,0.2280696279983649,0.2280696279983649,0.11152189540281832,4094,8331
panns_cnn14_dim_0669,0.7701252629670156,0.6988427208320903,0.3164091616615471,0.3086780752420412,-0.22803391257270908,0.22803391257270908,0.11729250970926475,4094,8331
panns_cnn14_dim_1145,0.44356683703184013,0.38251005555097833,0.28332213743364465,0.2573966536614973,-0.22555526892520472,0.22555526892520472,0.11648701792828331,4094,8331
panns_cnn14_dim_1771,0.0006507304415168622,0.0017497757850625053,0.0033872004434105504,0.00601900288201757,0.22502560175515884,0.22502560175515884,0.06644317663464583,4094,8331
panns_cnn14_dim_1806,0.02923986814555797,0.044675658365648734,0.06183390587563832,0.07493894593928938,0.2246660720172099,0.2246660720172099,0.10036407653840185,4094,8331
panns_cnn14_dim_0441,0.014555346980530796,0.02225119110888584,0.030972934210182945,0.0374677855932288,0.2238658751530545,0.2238658751530545,0.0968408526150879,4094,8331
panns_cnn14_dim_1502,0.02980264634054116,0.06004178713255463,0.12067068463626959,0.14815016647072052,0.22379087744835496,0.22379087744835496,0.09489392740763702,4094,8331
panns_cnn14_dim_1904,0.7602730869198637,0.7077914409177556,0.24670906448023758,0.22193975189440399,-0.22363676762971532,0.22363676762971532,0.11265570578618866,4094,8331
panns_cnn14_dim_0594,0.0012670784493026528,0.0027344877387943246,0.00552629326627424,0.007614345331557983,0.22055386250058537,0.22055386250058537,0.0734229814929519,4094,8331
panns_cnn14_dim_0223,0.19011541565176795,0.24810455836621298,0.24395246153331565,0.2822619636359902,0.21980039045053165,0.21980039045053165,0.10011096218812299,4094,8331
panns_cnn14_dim_1997,0.04637615649101498,0.0775068407441628,0.12355982897164328,0.15850725693068238,0.2190392626441284,0.2190392626441284,0.08621330435638741,4094,8331
panns_cnn14_dim_0835,0.00011710185329209058,0.0005941728509845371,0.001244442253045942,0.002820539788727729,0.2188328320077542,0.2188328320077542,0.05060914857821153,4094,8331
panns_cnn14_dim_0476,1.0780866248655971,1.0334740823778468,0.21313949557106562,0.19703796808060947,-0.2173402705404295,0.2173402705404295,0.1128064074843741,4094,8331
panns_cnn14_dim_1178,0.0025078734395726126,0.004928200623388758,0.009598875481787917,0.0124984184488291,0.21718103669267874,0.21718103669267874,0.0981547134125742,4094,8331
panns_cnn14_dim_0949,0.01331384741516012,0.02211054584520973,0.03405134605108973,0.046259345700453466,0.21656101119977722,0.21656101119977722,0.11179380348627566,4094,8331
panns_cnn14_dim_0741,1.2812820370452371,1.4864502359289409,0.9042026322397849,0.9944858564789734,0.21585276913511572,0.21585276913511572,0.12174351661650412,4094,8331
panns_cnn14_dim_1323,0.05241543301720123,0.0807970566629233,0.1176793874269495,0.14403452020344484,0.21578069307188708,0.21578069307188708,0.09074927887478257,4094,8331
panns_cnn14_dim_0106,0.12261367435273626,0.09399517927761053,0.14130667670848845,0.12347994892464331,-0.21565391723789573,0.21565391723789573,0.09000614945022911,4094,8331
panns_cnn14_dim_0700,0.00030700347882672163,0.0010905151062367406,0.0023858451718639117,0.004658415039272298,0.21169386647122226,0.21169386647122226,0.05078896443715519,4094,8331
panns_cnn14_dim_1481,0.0022197174542807805,0.0045819240243813175,0.010591246833569384,0.011914177670646906,0.20954323440592926,0.20954323440592926,0.09259901028272277,4094,8331
panns_cnn14_dim_0007,0.005404392135400966,0.008686848391259265,0.01381942794582836,0.017333685309096587,0.20938479019009348,0.20938479019009348,0.10151999374675913,4094,8331
panns_cnn14_dim_0396,0.06611851856301748,0.09675756104888786,0.1336052321839625,0.1589243513493263,0.20867840018908992,0.20867840018908992,0.08462134908277485,4094,8331
panns_cnn14_dim_1173,0.10399640103666503,0.14181367053646182,0.1699586303813104,0.1923502292659634,0.20834135726291525,0.20834135726291525,0.112814910109369,4094,8331
panns_cnn14_dim_1857,1.0108237580869859,1.098259130627178,0.4089345541842944,0.4338545277541518,0.20738136660859527,0.20738136660859527,0.08262886153311011,4094,8331
panns_cnn14_dim_0532,0.016635626084960598,0.02520173795001658,0.038325184908366255,0.04456453066829622,0.20608608340373205,0.20608608340373205,0.09293829433941547,4094,8331
panns_cnn14_dim_1819,0.00027049662095813366,0.0008382158683258083,0.002079566308062813,0.003300176792978948,0.20581073089515353,0.20581073089515353,0.05186507424814657,4094,8331
panns_cnn14_dim_0335,0.0010072129001021076,0.0023482082985800284,0.004946415495163237,0.007794848899114776,0.2054095578737372,0.2054095578737372,0.05510131991818479,4094,8331
panns_cnn14_dim_0812,0.17041774956908934,0.19425207812550574,0.1131109988115009,0.11899066724345751,0.20529410618191946,0.20529410618191946,0.09029705650264053,4094,8331
panns_cnn14_dim_1666,0.5158725543230641,0.6088960746848959,0.42716514895425933,0.4865856134145438,0.20316124673255753,0.20316124673255753,0.12849600819348128,4094,8331
panns_cnn14_dim_1816,0.0012826671197479912,0.002712280808944284,0.005370764444318157,0.008402188987884763,0.20272864459891055,0.20272864459891055,0.07345869251793047,4094,8331
panns_cnn14_dim_1836,0.1469923495139852,0.2419161697336068,0.41682218046404773,0.5147156922400337,0.20266698827942253,0.20266698827942253,0.0761388665133027,4094,8331
panns_cnn14_dim_1126,1.0658301055198423,1.1115427399551636,0.2308831044132327,0.220162509447651,0.20262029591998731,0.20262029591998731,0.09156787642601488,4094,8331
panns_cnn14_dim_1984,0.0663594039066949,0.09718905952238704,0.1409366925451755,0.16399878023625716,0.20161121693765513,0.20161121693765513,0.09270552765033124,4094,8331
panns_cnn14_dim_1587,2.189645702598965,2.381146019403137,0.8939123798155904,1.004376935586817,0.20140257580578763,0.20140257580578763,0.13272389449309607,4094,8331
panns_cnn14_dim_0527,0.07164797571209738,0.10934384570890451,0.16773604683154347,0.20480993262530023,0.20135717465838004,0.20135717465838004,0.0779808282811616,4094,8331
panns_cnn14_dim_1755,0.9215627457813688,1.0609954538615494,0.6441538205568362,0.7395403917470663,0.20104225455101737,0.20104225455101737,0.11736378516223911,4094,8331
panns_cnn14_dim_1849,0.4386616429003728,0.48234298485332916,0.21229678991626663,0.22441032021297214,0.1999539019031034,0.1999539019031034,0.0824926436168126,4094,8331
panns_cnn14_dim_1419,1.0357882370003038,0.9795968126254756,0.2834308459458537,0.2813373727154979,-0.19896979218383934,0.19896979218383934,0.1317686099152218,4094,8331
panns_cnn14_dim_0719,0.7535858382473181,0.7996131872704386,0.23570166122344613,0.22713673408151427,0.19883927662851975,0.19883927662851975,0.11028845771002499,4094,8331
panns_cnn14_dim_0325,0.3609029128592467,0.42161553099240817,0.30433128620775385,0.31038020916703885,0.19750464105543253,0.19750464105543253,0.1168061009207639,4094,8331
panns_cnn14_dim_0578,0.6401268747968678,0.6853115141441836,0.22229934995886022,0.23505265143019555,0.1974979732768953,0.1974979732768953,0.11545969559312463,4094,8331
panns_cnn14_dim_1182,0.01787667432149329,0.032826443815514646,0.06972110410846125,0.08156646979978296,0.19701379448284523,0.19701379448284523,0.0918657614948013,4094,8331
panns_cnn14_dim_0863,0.004070315278455075,0.0069696638399343504,0.011922865594104229,0.017145730765983615,0.19632345289004519,0.19632345289004519,0.06183871200594693,4094,8331
panns_cnn14_dim_1534,0.04911619753671904,0.020857581131177246,0.1768767447630262,0.10211792648559226,-0.195650749046346,0.195650749046346,0.07658364175872512,4094,8331
panns_cnn14_dim_0494,0.004769233920537278,0.008905112876016526,0.01798118542038347,0.02391195224497067,0.19548351407499567,0.19548351407499567,0.06325164304432207,4094,8331
panns_cnn14_dim_0113,0.00019982191026538272,0.00065446598405004,0.001667243109351405,0.0028351597430994395,0.1954715017222657,0.1954715017222657,0.048741561657781984,4094,8331
panns_cnn14_dim_1009,0.14107670289208146,0.10573938723629855,0.19125446982732364,0.17101022628274073,-0.1947688128749622,0.1947688128749622,0.10607250440479954,4094,8331
panns_cnn14_dim_1981,0.3093065617867196,0.26197913437169534,0.2519361737773101,0.23454137126265523,-0.19442948277292252,0.19442948277292252,0.07540333081245165,4094,8331
panns_cnn14_dim_0263,0.5014707757952624,0.44284779905857924,0.3081647973079767,0.29549233802824826,-0.19416534813967073,0.19416534813967073,0.08104919108664543,4094,8331
panns_cnn14_dim_0439,0.04437229212357116,0.07009793859135703,0.12106632027603945,0.14316208432025487,0.1940288293598998,0.1940288293598998,0.0726453138192813,4094,8331
panns_cnn14_dim_0614,0.016210007690107983,0.028042962608067237,0.05223343761216836,0.06882519551390517,0.19366467278323807,0.19366467278323807,0.06463428714607755,4094,8331
panns_cnn14_dim_0394,0.042309363586004615,0.0725173429557934,0.12846803739134482,0.17980052389568504,0.19330721049520558,0.19330721049520558,0.06557388584680601,4094,8331
panns_cnn14_dim_1023,0.09868482287206996,0.12641578067513076,0.13871856414822065,0.15154293222074924,0.19087260347734308,0.19087260347734308,0.09476764876676469,4094,8331
panns_cnn14_dim_0670,0.014036580086715288,0.0034601764777831097,0.07020689129969294,0.03490634560542812,-0.1907468781504497,0.1907468781504497,0.05338173731145934,4094,8331
panns_cnn14_dim_0183,1.503809284424281,1.4678040502409362,0.19354672428507214,0.18542672485213088,-0.18995339055872149,0.18995339055872149,0.07383175251943042,4094,8331
panns_cnn14_dim_0340,0.001252581839029764,0.002836628105925586,0.006165770452805681,0.01005476465436629,0.189916375295011,0.189916375295011,0.07169219887675049,4094,8331
panns_cnn14_dim_0452,0.00015894248016982946,0.0007308195250641154,0.001971582371965062,0.0037917626475260343,0.18922597794196777,0.18922597794196777,0.04603684732751068,4094,8331
panns_cnn14_dim_1161,0.07543777632579375,0.11100580103900191,0.17642494004921452,0.1995598944716813,0.18882561782775178,0.18882561782775178,0.09593028011692806,4094,8331
panns_cnn14_dim_0378,0.517686613333563,0.4594535326638609,0.3178457494437266,0.2996702231453671,-0.18850513204068906,0.18850513204068906,0.11517535608553692,4094,8331
panns_cnn14_dim_0153,0.19731040523875673,0.22851610767259672,0.1681526843072451,0.16686235350242157,0.18627594472444714,0.18627594472444714,0.12115141140349778,4094,8331
panns_cnn14_dim_0467,0.00015905741274604296,8.278836583034837e-06,0.0011280379022930661,0.00019747422911976266,-0.18617610604654095,0.18617610604654095,0.020667213297495657,4094,8331
panns_cnn14_dim_1900,8.957434589389838e-06,0.000202661970199448,0.00023614771531683547,0.0014596088204884361,0.18525960710313844,0.18525960710313844,0.026969828054053457,4094,8331
panns_cnn14_dim_1603,0.32421182868360715,0.39522189416403586,0.37268810098288474,0.394436126985492,0.18504227526715578,0.18504227526715578,0.11007199260541367,4094,8331
panns_cnn14_dim_1949,0.008547967291857014,0.012713875934122086,0.01980937811978391,0.024937103167125888,0.18497426947654094,0.18497426947654094,0.09341406018697451,4094,8331
panns_cnn14_dim_1565,0.03633064686029087,0.05992155719842248,0.11309734494583545,0.1407293354013525,0.184774705683147,0.184774705683147,0.06547203026324644,4094,8331
panns_cnn14_dim_0739,0.00014453992369513124,7.886780633164596e-06,0.0010280133521712277,0.00019249347697907038,-0.18475686682748543,0.18475686682748543,0.02080821027542812,4094,8331
panns_cnn14_dim_0948,0.0001474593039617955,0.0004941680783698985,0.0012764187387839005,0.0023325668651187474,0.18438872852402244,0.18438872852402244,0.03927148453545504,4094,8331
panns_cnn14_dim_1057,0.0024833665390894275,0.004637409785907526,0.010965827473903357,0.01235787938714714,0.1843642641057993,0.1843642641057993,0.07811112367935913,4094,8331
panns_cnn14_dim_1219,0.003685545370312114,0.0067455590925167164,0.015511319640723347,0.017678650339811346,0.1839859750315774,0.1839859750315774,0.07571728291053881,4094,8331
panns_cnn14_dim_1977,0.4043330623498473,0.34111103767135853,0.3590422675774433,0.33152740571393263,-0.18293879345650782,0.18293879345650782,0.10768123037322941,4094,8331
panns_cnn14_dim_1338,0.1939728764510469,0.2553968275563512,0.31327679239654505,0.35758878027663904,0.18270445359779477,0.18270445359779477,0.09402962091720812,4094,8331
panns_cnn14_dim_1766,0.000577072407579403,0.0011951664850093815,0.0027163995104935224,0.0039452463317005,0.18247451167993559,0.18247451167993559,0.05021767599568816,4094,8331
panns_cnn14_dim_1715,0.0003347680264739039,1.828641735903552e-05,0.0024069428256764656,0.0004899194070672287,-0.18219255668494003,0.18219255668494003,0.02043133875237879,4094,8331
panns_cnn14_dim_1493,0.0005353390701883113,2.620622668607131e-05,0.0038740940783972954,0.0007914937954002464,-0.182072463088845,0.182072463088845,0.02018288618614872,4094,8331
panns_cnn14_dim_0959,6.804655614965495e-05,0.00035257742136212246,0.000907157339365415,0.002015735461227052,0.1820252072849308,0.1820252072849308,0.03323517785761643,4094,8331
panns_cnn14_dim_1336,0.00451872625142976,0.007622308359032995,0.01578489863051179,0.01823493758106897,0.18197010706717737,0.18197010706717737,0.09169339276257726,4094,8331
panns_cnn14_dim_1834,3.1724694113527895e-05,4.15463548306998e-07,0.0002423013561947881,2.691387636364815e-05,-0.18160010032992757,0.18160010032992757,0.016733898974859107,4094,8331
panns_cnn14_dim_1932,0.0005277543559371973,2.9344269975638656e-05,0.0038056224325831935,0.0007874416690766603,-0.18135133815382876,0.18135133815382876,0.020187078859853047,4094,8331
panns_cnn14_dim_1290,0.09036362740794915,0.12915648694742973,0.19933527090525147,0.22773853132648475,0.18125196895607484,0.18125196895607484,0.07808315297506563,4094,8331
panns_cnn14_dim_1858,0.00041111639796828365,3.35676795672771e-05,0.0028787665577368676,0.0006246196126434063,-0.1812342148317389,0.1812342148317389,0.02043133875237879,4094,8331
panns_cnn14_dim_0493,0.00019014982937033792,7.610944931553678e-06,0.0014041681363236162,0.00024638469140146374,-0.18105655080347832,0.18105655080347832,0.018828975092996747,4094,8331
panns_cnn14_dim_1993,0.0005795066884132369,4.6011307755805144e-05,0.004073740719559436,0.0008752783111851028,-0.18105081663654357,0.18105081663654357,0.020307112469263755,4094,8331
panns_cnn14_dim_0418,0.00044365831785919305,3.1255805815071426e-05,0.0031475040941057043,0.0006887333710971062,-0.18099311399775267,0.18099311399775267,0.020307112469263755,4094,8331
panns_cnn14_dim_1316,0.004442100131062537,0.007109426638133149,0.014702466723690787,0.014848575641840202,0.1805047521146894,0.1805047521146894,0.10130135900680426,4094,8331
panns_cnn14_dim_0009,0.00024139445273248236,9.936243769659118e-06,0.0017838095840779266,0.00032587160230234595,-0.18049216302463295,0.18049216302463295,0.018949008702407344,4094,8331
panns_cnn14_dim_1154,0.00048529757864674807,3.6437793950861886e-05,0.0034356383925352894,0.0007533004841692323,-0.18045553369492803,0.18045553369492803,0.020187078859853047,4094,8331
panns_cnn14_dim_1729,0.0014971361605202094,0.00011145518923876064,0.010613302332412419,0.0022984043818660913,-0.18043623149866528,0.18043623149866528,0.02006704525044245,4094,8331
panns_cnn14_dim_0579,0.0004875759542275898,4.04617641277203e-05,0.0034232166138626883,0.0007605101320941564,-0.18029589411233282,0.18029589411233282,0.020187078859853047,4094,8331
panns_cnn14_dim_0559,4.382853354834628e-05,8.171277377602687e-07,0.000334745954546308,4.221313024448409e-05,-0.1802621998117674,0.1802621998117674,0.0166138653654484,4094,8331
panns_cnn14_dim_1852,0.0004066665719195461,1.6050138023918115e-05,0.003017277845387448,0.0005414576030792997,-0.18018366249252316,0.18018366249252316,0.01870474880988171,4094,8331
panns_cnn14_dim_1958,0.001130859804320141,0.0024116021237686955,0.005839229069188143,0.008198589650807334,0.17993183923584755,0.17993183923584755,0.06006043196736022,4094,8331
panns_cnn14_dim_0558,0.0003364995494973975,4.597825585851978e-05,0.002206408561642726,0.0005910956105138237,-0.17984773501174287,0.17984773501174287,0.02216631404228453,4094,8331
panns_cnn14_dim_1289,0.023759821842051033,0.0357236797469616,0.06271330441918874,0.07011777534942848,0.17984144243413397,0.17984144243413397,0.09792379384547167,4094,8331
panns_cnn14_dim_1874,0.000255419483702241,2.4660479721401683e-05,0.0017741004361817943,0.0003907253142864222,-0.17962153149875273,0.17962153149875273,0.020187078859853047,4094,8331
panns_cnn14_dim_0718,0.00037907222489465503,3.273954836676475e-05,0.002647663271069473,0.0006789252013717485,-0.1791702773718564,0.1791702773718564,0.02131769342900136,4094,8331
panns_cnn14_dim_1477,0.0005313009155607514,0.0012529224243188056,0.003047365383547878,0.004817616576333285,0.17900972997170223,0.17900972997170223,0.05145730008115024,4094,8331
panns_cnn14_dim_0935,0.00044229284154535966,2.8811810803561958e-05,0.0031828853382675835,0.0007388099166447842,-0.178937947437323,0.178937947437323,0.019947011641031742,4094,8331
panns_cnn14_dim_1174,2.671213084435919e-05,5.819638130143968e-07,0.0002040172767015606,3.3050824522129484e-05,-0.17877737511837832,0.17877737511837832,0.0166138653654484,4094,8331
panns_cnn14_dim_0952,0.003272090242328468,0.0054565615287535014,0.010866965520106683,0.013463482379032228,0.17853790274384013,0.17853790274384013,0.06904788250333938,4094,8331
panns_cnn14_dim_0844,0.0003725026015776445,1.4675399032535949e-05,0.002792194385870077,0.0004936584712486614,-0.1784459913959172,0.1784459913959172,0.01760348295666414,4094,8331
panns_cnn14_dim_1580,0.00022385459466967852,1.543905939707825e-05,0.0016069835181754032,0.00038126581284658647,-0.17843926535381158,0.17843926535381158,0.02007123792414689,4094,8331
panns_cnn14_dim_1424,0.00015531446553610067,4.570146877501464e-06,0.0011799634403358579,0.00018804398840493222,-0.17839759991728954,0.17839759991728954,0.01661805803915284,4094,8331
